"Label","site_id","Ecosystem","GAP_No","WeatherFolder","X_WGS84","Y_WGS84","ELEV_m","ASPECT","SLOPE","Include_YN"
"MS1_sbs_0001_5257",1,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0001_5257_data_48.9375_-119.4375",-119.472828721,48.8928050047,699,152,19,1
"MS1_sbs_0002_5454",2,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0002_5454_data_48.6875_-119.6875",-119.681848547,48.6706457089,718,331,30,1
"MS1_sbs_0003_5257",3,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-119.427322554,48.4142649817,628,338,7,0
"MS1_sbs_0004_5257",4,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-117.858801716,48.4172254993,489,338,2,0
"MS1_sbs_0005_5257",5,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-119.090030747,48.1781930633,659,262,15,0
"MS1_sbs_0006_5454",6,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.453266298,48.1073814986,454,260,6,0
"MS1_sbs_0007_5454",7,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0007_5454_data_48.1875_-119.1875",-119.244719,48.1258998946,415,202,2,1
"MS1_sbs_0008_5257",8,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0008_5257_data_48.0625_-119.5625",-119.616645181,48.0096077274,316,146,1,1
"MS1_sbs_0009_5257",9,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-119.365064816,47.9864313741,692,187,1,0
"MS1_sbs_0010_5455",10,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0010_5455_data_48.1875_-118.1875",-118.162250013,48.1779987248,618,336,27,1
"MS1_sbs_0011_5454",11,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-120.285120096,47.7959778713,737,222,24,0
"MS1_sbs_0012_5455",12,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-120.332788837,47.6618737395,747,77,21,0
"MS1_sbs_0013_5454",13,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.442616732,47.7600206427,662,-1,0,0
"MS1_sbs_0014_5454",14,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0014_5454_data_47.8125_-118.3125",-118.276451997,47.8054021829,549,184,22,1
"MS1_sbs_0015_5257",15,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-120.121911171,47.4158225587,900,126,15,0
"MS1_sbs_0016_5454",16,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-120.069292793,47.3758376572,477,346,33,0
"MS1_sbs_0017_5257",17,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0017_5257_data_47.3125_-120.0625",-120.038095291,47.3037325259,249,17,1,1
"MS1_sbs_0018_5257",18,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-119.509288246,47.349325116,383,14,0,0
"MS1_sbs_0019_5257",19,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0019_5257_data_47.3125_-119.8125",-119.799482082,47.2907490552,564,184,4,1
"MS1_sbs_0020_5454",20,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.10726309,47.3594760722,447,342,3,0
"MS1_sbs_0021_5257",21,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-119.544127727,47.2758076971,382,192,4,0
"MS1_sbs_0022_5454",22,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.34201863,47.2277426892,374,117,1,0
"MS1_sbs_0023_5257",23,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0023_5257_data_47.1875_-119.4375",-119.396463637,47.2144163499,356,188,1,1
"MS1_sbs_0024_5454",24,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0024_5454_data_48.5625_-108.9375",-108.930899808,48.5639135617,727,277,3,1
"MS1_sbs_0025_5454",25,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0025_5454_data_47.4375_-118.0625",-118.0766188,47.3875856694,641,316,4,1
"MS1_sbs_0026_5454",26,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-120.082891701,47.0169690765,422,219,12,0
"MS1_sbs_0027_5454",27,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-120.13612921,46.9211826796,694,331,4,0
"MS1_sbs_0028_5454",28,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0028_5454_data_48.3125_-109.8125",-109.874556308,48.3353445439,932,6,2,1
"MS1_sbs_0029_5454",29,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-117.678939921,47.3212003156,679,5,4,0
"MS1_sbs_0030_5454",30,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0030_5454_data_46.8125_-120.3125",-120.321140828,46.8435942235,745,167,7,1
"MS1_sbs_0031_5257",31,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0031_5257_data_46.8125_-120.5625",-120.540736147,46.7907581482,696,242,5,1
"MS1_sbs_0032_5454",32,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0032_5454_data_46.8125_-120.0625",-120.007336099,46.8518551554,468,359,13,1
"MS1_sbs_0033_5454",33,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0033_5454_data_46.8125_-120.4375",-120.414589825,46.7697788833,551,263,7,1
"MS1_sbs_0034_5454",34,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0034_5454_data_48.3125_-108.5625",-108.532637407,48.3476306822,766,17,2,1
"MS1_sbs_0035_5454",35,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.834020582,48.3176536765,917,86,4,0
"MS1_sbs_0036_5454",36,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.380626017,48.4315021564,711,333,4,0
"MS1_sbs_0037_5454",37,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.839271212,46.7978333924,660,47,9,0
"MS1_sbs_0038_5454",38,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0038_5454_data_46.5625_-120.6875",-120.662949185,46.620674413,546,228,1,1
"MS1_sbs_0039_5454",39,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-120.073596861,46.720793079,495,40,17,0
"MS1_sbs_0040_5257",40,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-119.390704263,46.7991870362,391,14,13,0
"MS1_sbs_0041_5257",41,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-119.483093987,46.7735878089,337,210,3,0
"MS1_sbs_0042_5454",42,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.076499276,48.4095888122,792,265,2,0
"MS1_sbs_0043_5454",43,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0043_5454_data_48.3125_-107.3125",-107.272513548,48.2762312595,691,99,2,1
"MS1_sbs_0044_5454",44,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-110.43526891,47.9766294993,855,219,2,0
"MS1_sbs_0045_5454",45,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0045_5454_data_48.1875_-108.4375",-108.407644108,48.146538725,842,205,0,1
"MS1_sbs_0046_5454",46,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0046_5454_data_48.3125_-106.9375",-106.971609478,48.2635518566,709,181,2,1
"MS1_sbs_0047_5454",47,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0047_5454_data_46.5625_-120.0625",-120.119958641,46.5415449361,688,235,5,1
"MS1_sbs_0048_5454",48,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-109.017818803,48.0535021599,980,35,2,0
"MS1_sbs_0049_5454",49,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0049_5454_data_46.5625_-119.9375",-119.95143458,46.5692640858,756,246,7,1
"MS1_sbs_0050_5454",50,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-109.00677893,48.0506940589,977,62,6,0
"MS1_sbs_0051_5454",51,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0051_5454_data_48.3125_-106.4375",-106.404422487,48.2588968731,673,228,2,1
"MS1_sbs_0052_5454",52,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.690227121,46.600303453,177,252,1,0
"MS1_sbs_0053_5454",53,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.206347037,48.1464114711,751,330,3,0
"MS1_sbs_0054_5257",54,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-119.591917408,46.5670720327,219,45,1,0
"MS1_sbs_0055_5454",55,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-105.890628381,48.2216068256,817,183,2,0
"MS1_sbs_0056_5454",56,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-109.093473304,47.9540867689,1013,197,4,0
"MS1_sbs_0057_5454",57,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.534678433,46.5413855381,229,200,1,0
"MS1_sbs_0058_5454",58,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0058_5454_data_48.1875_-105.9375",-105.9628115,48.1915441574,781,251,1,1
"MS1_sbs_0059_5454",59,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0059_5454_data_47.8125_-109.6875",-109.638828971,47.8576711867,982,192,1,1
"MS1_sbs_0060_5454",60,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-120.905814305,46.2551811573,837,230,21,0
"MS1_sbs_0061_5454",61,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0061_5454_data_47.8125_-109.5625",-109.520228924,47.8536758676,991,274,2,1
"MS1_sbs_0062_5257",62,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-118.65798698,46.6280649745,328,33,7,0
"MS1_sbs_0063_5454",63,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0063_5454_data_47.8125_-109.0625",-109.03782165,47.8698428062,949,324,11,1
"MS1_sbs_0064_5454",64,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0064_5454_data_48.0625_-106.6875",-106.634343296,48.070857373,697,216,3,1
"MS1_sbs_0065_5454",65,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0065_5454_data_48.0625_-105.8125",-105.781328678,48.1163059082,685,205,2,1
"MS1_sbs_0066_5257",66,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0066_5257_data_46.6875_-118.1875",-118.235529155,46.6537352634,313,102,3,1
"MS1_sbs_0067_5454",67,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-120.25129922,46.2896190506,250,208,6,0
"MS1_sbs_0068_5454",68,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.729144605,47.9006314701,713,-1,0,0
"MS1_sbs_0069_5454",69,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0069_5454_data_46.1875_-120.3125",-120.34587734,46.2187157912,475,328,9,1
"MS1_sbs_0070_5454",70,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0070_5454_data_47.9375_-107.1875",-107.203745517,47.9348258846,810,340,3,1
"MS1_sbs_0071_5454",71,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0071_5454_data_47.9375_-106.6875",-106.646099004,47.9765945597,741,225,9,1
"MS1_sbs_0072_5454",72,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.981393597,47.8157095503,806,277,0,0
"MS1_sbs_0073_5454",73,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-109.847118021,47.6276210195,822,123,8,0
"MS1_sbs_0074_5454",74,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0074_5454_data_47.8125_-107.0625",-107.057521054,47.8748357225,739,241,0,1
"MS1_sbs_0075_5454",75,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0075_5454_data_46.4375_-118.5625",-118.546765779,46.4543047434,345,66,17,1
"MS1_sbs_0076_5454",76,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.323873948,47.8467284753,898,238,13,0
"MS1_sbs_0077_5454",77,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-120.334496331,46.1126157559,726,96,5,0
"MS1_sbs_0078_5454",78,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0078_5454_data_46.0625_-120.3125",-120.270464655,46.1159159759,570,39,5,1
"MS1_sbs_0079_5257",79,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0079_5257_data_46.1875_-119.9375",-119.881779789,46.1721596046,292,55,4,1
"MS1_sbs_0080_5454",80,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.498943586,47.781350383,916,213,7,0
"MS1_sbs_0081_5454",81,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0081_5454_data_47.6875_-107.9375",-107.962486523,47.7178908055,791,68,4,1
"MS1_sbs_0082_5454",82,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-117.968214701,46.4623148139,424,24,5,0
"MS1_sbs_0083_5454",83,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-105.582501461,47.8887021809,692,201,1,0
"MS1_sbs_0084_5257",84,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-118.791536975,46.3048527281,147,180,6,0
"MS1_sbs_0085_5454",85,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0085_5454_data_47.8125_-106.0625",-106.070898338,47.8283655343,727,153,1,1
"MS1_sbs_0086_5454",86,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-109.842033084,47.4466875582,1089,175,2,0
"MS1_sbs_0087_5454",87,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0087_5454_data_47.6875_-106.3125",-106.331521809,47.7197510287,707,46,6,1
"MS1_sbs_0088_5454",88,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.073882226,47.7319248084,798,199,3,0
"MS1_sbs_0089_5454",89,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.337546878,47.63237008,763,299,17,0
"MS1_sbs_0090_5454",90,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0090_5454_data_47.5625_-108.6875",-108.651868686,47.5174527667,918,53,8,1
"MS1_sbs_0091_5454",91,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0091_5454_data_47.6875_-105.9375",-105.925578381,47.7281617641,732,17,3,1
"MS1_sbs_0092_5454",92,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0092_5454_data_47.6875_-106.0625",-106.092172186,47.710913179,765,94,5,1
"MS1_sbs_0093_5454",93,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-109.604605449,47.390850314,1025,110,3,0
"MS1_sbs_0094_5454",94,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0094_5454_data_47.6875_-106.6875",-106.74992311,47.6342458192,740,193,15,1
"MS1_sbs_0095_5454",95,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0095_5454_data_47.4375_-108.3125",-108.368775158,47.4648419969,832,172,4,1
"MS1_sbs_0096_5454",96,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0096_5454_data_47.5625_-107.0625",-107.012353313,47.576914932,829,313,4,1
"MS1_sbs_0097_5454",97,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0097_5454_data_47.5625_-107.3125",-107.301538124,47.547231401,951,143,8,1
"MS1_sbs_0098_5454",98,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.655888734,47.5171746379,891,272,2,0
"MS1_sbs_0099_5257",99,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0099_5257_data_45.6875_-120.6875",-120.702336876,45.7258242111,135,77,0,1
"MS1_sbs_0100_5454",100,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.934631619,45.8576284822,275,22,7,0
"MS1_sbs_0101_5454",101,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0101_5454_data_47.4375_-108.0625",-108.117210795,47.4330155394,836,156,8,1
"MS1_sbs_0102_5454",102,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-111.140414828,47.1306522106,1594,143,9,0
"MS1_sbs_0103_5454",103,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.842923483,45.8596117673,105,274,3,0
"MS1_sbs_0104_5454",104,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-120.276378332,45.7712885458,376,173,17,0
"MS1_sbs_0105_5454",105,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0105_5454_data_47.5625_-105.9375",-105.90890262,47.5747333274,778,251,5,1
"MS1_sbs_0106_5454",106,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.006480514,47.4882483397,899,296,7,0
"MS1_sbs_0107_5454",107,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0107_5454_data_47.4375_-107.5625",-107.615599092,47.4346732755,845,42,10,1
"MS1_sbs_0108_5454",108,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0108_5454_data_45.8125_-120.1875",-120.235863173,45.7555286623,425,74,8,1
"MS1_sbs_0109_5454",109,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.772407378,47.4958067792,845,336,1,0
"MS1_sbs_0110_5257",110,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-119.793001493,45.8309116658,96,-1,0,0
"MS1_sbs_0111_5454",111,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.171326394,47.4602185249,886,200,2,0
"MS1_sbs_0112_5454",112,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0112_5454_data_47.0625_-111.4375",-111.443692721,47.0450489672,1707,13,11,1
"MS1_sbs_0113_5257",113,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0113_5257_data_45.9375_-119.4375",-119.464455476,45.8756570938,143,7,1,1
"MS1_sbs_0114_5257",114,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-120.319712214,45.7027664136,186,34,1,0
"MS1_sbs_0115_5454",115,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.676007393,47.4688736076,850,238,7,0
"MS1_sbs_0116_5454",116,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.612667106,47.384867774,844,342,15,0
"MS1_sbs_0117_5454",117,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.026816925,45.9150606763,311,293,3,0
"MS1_sbs_0118_5257",118,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0118_5257_data_45.8125_-119.3125",-119.269727357,45.863067474,160,126,1,1
"MS1_sbs_0119_5454",119,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.609765232,47.2600500733,945,191,1,0
"MS1_sbs_0120_5454",120,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0120_5454_data_47.3125_-107.6875",-107.635350249,47.3315385879,953,217,3,1
"MS1_sbs_0121_5454",121,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0121_5454_data_45.5625_-120.8125",-120.86964668,45.5334987262,241,240,8,1
"MS1_sbs_0122_5454",122,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0122_5454_data_47.4375_-106.5625",-106.536590809,47.4066616262,795,159,2,1
"MS1_sbs_0123_5257",123,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0123_5257_data_45.4375_-121.1875",-121.187338261,45.4528477711,551,182,14,1
"MS1_sbs_0124_5454",124,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0124_5454_data_47.3125_-108.0625",-108.083051687,47.2666436797,836,260,18,1
"MS1_sbs_0125_5454",125,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0125_5454_data_47.1875_-108.4375",-108.388593034,47.2240889224,914,53,4,1
"MS1_sbs_0126_5455",126,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0126_5455_data_46.9375_-111.5625",-111.550782299,46.9001878662,2085,226,8,1
"MS1_sbs_0127_5454",127,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.759031332,45.6864507533,201,291,3,0
"MS1_sbs_0128_5454",128,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0128_5454_data_45.5625_-120.3125",-120.371037707,45.5749762875,240,18,21,1
"MS1_sbs_0129_5454",129,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.29769046,45.7665545681,200,198,3,0
"MS1_sbs_0130_5257",130,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0130_5257_data_45.6875_-119.6875",-119.678146574,45.6956199804,218,319,1,1
"MS1_sbs_0131_5455",131,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-111.786586003,46.8400893834,1624,165,24,0
"MS1_sbs_0132_5454",132,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0132_5454_data_46.6875_-113.1875",-113.146945492,46.6727252587,1283,191,19,1
"MS1_sbs_0133_5454",133,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0133_5454_data_45.6875_-119.3125",-119.311045044,45.7416583779,198,198,1,1
"MS1_sbs_0134_5454",134,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0134_5454_data_47.1875_-108.5625",-108.620953871,47.1558377788,987,182,5,1
"MS1_sbs_0135_5454",135,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-111.081073774,46.8854385537,1754,184,4,0
"MS1_sbs_0136_5455",136,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0136_5455_data_46.8125_-111.5625",-111.509596181,46.8323782934,2016,214,4,1
"MS1_sbs_0137_5454",137,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0137_5454_data_47.3125_-107.0625",-107.024010345,47.2654913314,890,339,3,1
"MS1_sbs_0138_5454",138,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0138_5454_data_45.4375_-120.4375",-120.442364969,45.485334526,382,269,25,1
"MS1_sbs_0139_5455",139,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-112.106749679,46.7387985013,1413,61,11,0
"MS1_sbs_0140_5455",140,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-112.568681349,46.6744260101,1650,156,5,0
"MS1_sbs_0141_5257",141,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-119.666570705,45.5990523124,267,97,3,0
"MS1_sbs_0142_5454",142,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.458346513,47.1821341418,982,204,6,0
"MS1_sbs_0143_5454",143,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.400015829,47.096394414,900,200,1,0
"MS1_sbs_0144_5454",144,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0144_5454_data_47.1875_-107.3125",-107.260919118,47.1916397552,914,96,5,1
"MS1_sbs_0145_5454",145,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.458283524,47.2509820159,850,338,2,0
"MS1_sbs_0146_5455",146,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0146_5455_data_46.8125_-111.3125",-111.314746705,46.7918448966,1821,222,15,1
"MS1_sbs_0147_5454",147,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0147_5454_data_45.5625_-119.5625",-119.599555019,45.5639324643,351,323,4,1
"MS1_sbs_0148_5454",148,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0148_5454_data_47.1875_-107.1875",-107.146207155,47.1562043003,910,326,1,1
"MS1_sbs_0149_5454",149,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0149_5454_data_47.1875_-107.4375",-107.401980936,47.1297272379,965,209,6,1
"MS1_sbs_0150_5454",150,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.111425956,47.0626001543,905,244,2,0
"MS1_sbs_0151_5454",151,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0151_5454_data_47.0625_-108.3125",-108.317295561,47.0384987225,966,171,3,1
"MS1_sbs_0152_5454",152,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0152_5454_data_45.5625_-119.4375",-119.393718908,45.5678617738,498,255,12,1
"MS1_sbs_0153_5454",153,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.933965771,47.1476054163,911,284,1,0
"MS1_sbs_0154_5454",154,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0154_5454_data_45.5625_-119.3125",-119.342651459,45.5679601306,560,34,4,1
"MS1_sbs_0155_5454",155,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0155_5454_data_47.1875_-105.9375",-105.970747176,47.2151613476,859,69,3,1
"MS1_sbs_0156_5454",156,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0156_5454_data_45.4375_-120.0625",-120.068968533,45.4094099381,520,322,13,1
"MS1_sbs_0157_5454",157,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0157_5454_data_45.3125_-120.4375",-120.442429998,45.3391030736,478,131,29,1
"MS1_sbs_0158_5454",158,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0158_5454_data_45.4375_-120.1875",-120.14748308,45.3914529336,726,339,5,1
"MS1_sbs_0159_5454",159,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-118.99748006,45.5896126351,716,53,2,0
"MS1_sbs_0160_5454",160,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0160_5454_data_45.3125_-120.3125",-120.327112213,45.3473111574,766,57,9,1
"MS1_sbs_0161_5455",161,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-111.475753091,46.6514822572,1800,220,11,0
"MS1_sbs_0162_5454",162,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.357484463,46.959963676,934,20,1,0
"MS1_sbs_0163_5454",163,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.145745634,47.0584816021,899,89,10,0
"MS1_sbs_0164_5454",164,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.719786793,47.0037570452,952,141,3,0
"MS1_sbs_0165_5454",165,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.386149424,47.0820787802,808,218,3,0
"MS1_sbs_0166_5455",166,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0166_5455_data_46.4375_-112.5625",-112.595761786,46.4660292639,1792,114,5,1
"MS1_sbs_0167_5455",167,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-112.614484577,46.4541131489,1833,296,8,0
