"Label","site_id","Ecosystem","GAP_No","WeatherFolder","X_WGS84","Y_WGS84","ELEV_m","ASPECT","SLOPE","Include_YN"
"MS1_sbs_1323_5455",1323,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-116.870408976,40.3776266931,2487,232,16,0
"MS1_sbs_1324_5257",1324,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-119.169332989,39.9661400151,1627,93,10,0
"MS1_sbs_1325_5455",1325,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-107.456218838,41.5592268162,2376,30,10,0
"MS1_sbs_1326_5454",1326,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.178143582,41.6645326035,2340,334,5,0
"MS1_sbs_1327_5257",1327,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1327_5257_data_41.5625_-107.8125",-107.784231891,41.5059036683,2119,206,1,1
"MS1_sbs_1328_5454",1328,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_1328_5454_data_41.5625_-107.5625",-107.591363053,41.5221987858,2216,288,8,1
"MS1_sbs_1329_5257",1329,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-120.400875277,39.6774941923,1497,2,0,0
"MS1_sbs_1330_5257",1330,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1330_5257_data_41.1875_-110.5625",-110.520541824,41.2172638862,2292,108,1,1
"MS1_sbs_1331_5257",1331,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1331_5257_data_39.8125_-119.4375",-119.494364369,39.8499045915,1516,51,25,1
"MS1_sbs_1332_5257",1332,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-116.605496893,40.3630715163,1485,125,0,0
"MS1_sbs_1333_5257",1333,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-117.612304323,40.1851058873,1623,166,19,0
"MS1_sbs_1334_5455",1334,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-116.923212588,40.2998790429,2146,225,12,0
"MS1_sbs_1335_5257",1335,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1335_5257_data_41.3125_-109.4375",-109.414230872,41.3036762587,2097,291,6,1
"MS1_sbs_1336_5454",1336,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-120.403187793,39.6335788468,1497,79,0,0
"MS1_sbs_1337_5454",1337,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.598202983,41.4753996444,2118,32,0,0
"MS1_sbs_1338_5257",1338,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-119.39839505,39.8245771054,1213,358,0,0
"MS1_sbs_1339_5455",1339,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-114.85233073,40.5920215993,2409,347,23,0
"MS1_sbs_1340_5455",1340,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-116.313130124,40.356024926,1986,27,33,0
"MS1_sbs_1341_5455",1341,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_1341_5455_data_41.0625_-111.5625",-111.558215228,41.0321937264,2084,209,7,1
"MS1_sbs_1342_5257",1342,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1342_5257_data_39.6875_-119.9375",-119.990540027,39.6815935607,1554,195,2,1
"MS1_sbs_1343_5257",1343,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-117.690586301,40.1076555007,1174,170,2,0
"MS1_sbs_1344_5455",1344,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-107.349817915,41.4456110675,2481,114,3,0
"MS1_sbs_1345_5454",1345,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-110.891981271,41.0724695292,2275,125,11,0
"MS1_sbs_1346_5455",1346,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-119.476078183,39.7512373196,2281,91,12,0
"MS1_sbs_1347_5257",1347,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-116.558333606,40.255440064,1480,351,2,0
"MS1_sbs_1348_5257",1348,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-109.039219411,41.255546046,2161,56,2,0
"MS1_sbs_1349_5257",1349,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1349_5257_data_39.6875_-119.6875",-119.64127282,39.6982779358,1614,177,7,1
"MS1_sbs_1350_5257",1350,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-115.638851407,40.3770632171,1751,315,5,0
"MS1_sbs_1351_5455",1351,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-110.008820615,41.1260234341,2542,13,4,0
"MS1_sbs_1352_5455",1352,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_1352_5455_data_41.4375_-107.3125",-107.330219252,41.3920148897,2437,226,21,1
"MS1_sbs_1353_5455",1353,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-114.805159534,40.4975013034,2187,142,6,0
"MS1_sbs_1354_5257",1354,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1354_5257_data_40.0625_-117.4375",-117.39512907,40.0766235988,1598,200,3,1
"MS1_sbs_1355_5257",1355,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1355_5257_data_40.1875_-116.9375",-116.881913287,40.1485097903,1561,199,0,1
"MS1_sbs_1356_5455",1356,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-119.940546306,39.5879786455,2408,220,9,0
"MS1_sbs_1357_5257",1357,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1357_5257_data_39.5625_-119.8125",-119.813561459,39.607477482,1571,245,5,1
"MS1_sbs_1358_5257",1358,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-116.703723475,40.1638326454,1557,21,2,0
"MS1_sbs_1359_5257",1359,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-116.333538265,40.2134838201,1775,121,4,0
"MS1_sbs_1360_5455",1360,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-107.44706985,41.3338000371,2226,297,5,0
"MS1_sbs_1361_5257",1361,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1361_5257_data_40.4375_-114.8125",-114.774693967,40.4488197054,1920,176,4,1
"MS1_sbs_1362_5257",1362,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-115.001538586,40.4142391961,1895,327,9,0
"MS1_sbs_1363_5455",1363,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_1363_5455_data_40.3125_-115.4375",-115.496122548,40.3362738421,2286,255,15,1
"MS1_sbs_1364_5454",1364,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-104.198656976,41.5411688006,1486,40,6,0
"MS1_sbs_1365_5257",1365,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1365_5257_data_40.0625_-117.0625",-117.003724261,40.0527448679,1659,172,4,1
"MS1_sbs_1366_5454",1366,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.429042566,41.2879077281,2290,315,11,0
"MS1_sbs_1367_5257",1367,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1367_5257_data_41.1875_-108.4375",-108.49739041,41.1858475635,2152,55,2,1
"MS1_sbs_1368_5454",1368,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_1368_5454_data_41.3125_-107.6875",-107.731502334,41.2501443615,1992,31,1,1
"MS1_sbs_1369_5257",1369,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1369_5257_data_39.5625_-119.9375",-119.893443856,39.5079029424,1420,233,3,1
"MS1_sbs_1370_5257",1370,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1370_5257_data_41.0625_-109.8125",-109.828556439,41.0204238847,2124,177,0,1
"MS1_sbs_1371_5257",1371,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-109.875291883,41.0104379304,2283,171,18,0
"MS1_sbs_1372_5455",1372,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_1372_5455_data_40.0625_-116.6875",-116.687335277,40.0522104795,2195,212,21,1
"MS1_sbs_1373_5257",1373,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1373_5257_data_40.0625_-116.4375",-116.376434991,40.1025944672,1701,183,1,1
"MS1_sbs_1374_5257",1374,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1374_5257_data_40.0625_-116.9375",-116.893605399,40.0123786363,1702,194,6,1
"MS1_sbs_1375_5257",1375,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-119.476310752,39.5209369328,1447,33,4,0
"MS1_sbs_1376_5257",1376,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-114.991578331,40.276132355,1916,332,3,0
"MS1_sbs_1377_5257",1377,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1377_5257_data_40.3125_-114.6875",-114.653212696,40.3239353825,1815,321,1,1
"MS1_sbs_1378_5257",1378,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1378_5257_data_41.0625_-108.1875",-108.162223802,41.110282263,2012,357,0,1
"MS1_sbs_1379_5257",1379,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-119.424003497,39.5033479933,1570,289,5,0
"MS1_sbs_1380_5455",1380,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-106.86700608,41.2216107988,2416,58,6,0
"MS1_sbs_1381_5454",1381,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_1381_5454_data_41.3125_-105.3125",-105.297275987,41.3314433635,2310,115,7,1
"MS1_sbs_1382_5455",1382,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-114.893761627,40.257946174,2511,74,8,0
"MS1_sbs_1383_5455",1383,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_1383_5455_data_40.0625_-115.6875",-115.630784563,40.1170483929,2231,7,19,1
"MS1_sbs_1384_5455",1384,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-107.462957813,41.1237135622,2313,216,12,0
"MS1_sbs_1385_5455",1385,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-111.126291964,40.7326575236,2856,333,7,0
"MS1_sbs_1386_5257",1386,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-107.988563602,41.0689903902,2021,339,2,0
"MS1_sbs_1387_5257",1387,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1387_5257_data_40.1875_-115.1875",-115.186812753,40.1740563068,2106,172,3,1
"MS1_sbs_1388_5257",1388,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1388_5257_data_39.4375_-119.6875",-119.719509279,39.3848228622,1442,357,4,1
"MS1_sbs_1389_5455",1389,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-106.459792929,41.1947662659,2468,185,26,0
"MS1_sbs_1390_5455",1390,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-105.228102195,41.2855710894,2198,203,9,0
"MS1_sbs_1391_5455",1391,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_1391_5455_data_39.9375_-116.4375",-116.457846631,39.9559945853,2176,66,19,1
"MS1_sbs_1392_5257",1392,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-115.025155313,40.1838484179,1948,114,1,0
"MS1_sbs_1393_5455",1393,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_1393_5455_data_41.1875_-106.8125",-106.858658754,41.1511164726,2621,53,6,1
"MS1_sbs_1394_5257",1394,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-115.702997466,40.068950299,1847,312,1,0
"MS1_sbs_1395_5257",1395,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-108.301440098,40.9928501338,1992,85,2,0
"MS1_sbs_1396_5257",1396,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-115.742062294,40.0400316252,1771,303,3,0
"MS1_sbs_1397_5454",1397,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_1397_5454_data_41.0625_-107.9375",-107.908984262,41.0059969271,1854,274,1,1
"MS1_sbs_1398_5455",1398,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-107.250221138,41.0636549338,2256,152,3,0
"MS1_sbs_1399_5257",1399,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1399_5257_data_40.4375_-112.4375",-112.451283207,40.4890908108,1526,48,3,1
"MS1_sbs_1400_5455",1400,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-111.513723996,40.6019158201,2666,113,5,0
"MS1_sbs_1401_5455",1401,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-112.249415941,40.5045338209,2118,23,35,0
"MS1_sbs_1402_5257",1402,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1402_5257_data_40.9375_-107.9375",-107.877787083,40.9778686315,1953,17,3,1
"MS1_sbs_1403_5257",1403,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1403_5257_data_40.9375_-108.8125",-108.79288835,40.8874204549,2428,267,9,1
"MS1_sbs_1404_5257",1404,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1404_5257_data_39.6875_-117.1875",-117.203520293,39.7397618901,1739,137,3,1
"MS1_sbs_1405_5257",1405,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1405_5257_data_40.8125_-108.9375",-108.965097454,40.864485172,1788,193,5,1
"MS1_sbs_1406_5257",1406,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-112.383863263,40.4655673077,1596,99,10,0
"MS1_sbs_1407_5257",1407,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-108.879216973,40.8721752829,2414,157,11,0
"MS1_sbs_1408_5257",1408,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1408_5257_data_39.9375_-116.1875",-116.166173992,39.9057702797,1906,61,1,1
"MS1_sbs_1409_5454",1409,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_1409_5454_data_41.0625_-107.4375",-107.432380936,41.0047490776,2028,4,2,1
"MS1_sbs_1410_5257",1410,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-112.373712359,40.4530297082,1567,-1,0,0
"MS1_sbs_1411_5257",1411,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1411_5257_data_40.9375_-107.6875",-107.641616783,40.9733079874,1937,78,1,1
"MS1_sbs_1412_5257",1412,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-115.455872479,39.9982514285,1912,12,0,0
"MS1_sbs_1413_5455",1413,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-112.54971975,40.4127769611,2464,16,23,0
"MS1_sbs_1414_5257",1414,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-118.411791953,39.4864471142,1461,12,13,0
"MS1_sbs_1415_5257",1415,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-108.075841435,40.9010933543,1880,18,5,0
"MS1_sbs_1416_5455",1416,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_1416_5455_data_40.5625_-111.3125",-111.347021994,40.5450314825,2181,46,8,1
"MS1_sbs_1417_5257",1417,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-108.029276813,40.8912105682,1958,266,1,0
"MS1_sbs_1418_5455",1418,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-116.549429644,39.763200957,2158,45,21,0
"MS1_sbs_1419_5257",1419,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1419_5257_data_40.0625_-114.4375",-114.451563016,40.0845567053,2036,161,1,1
"MS1_sbs_1420_5257",1420,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1420_5257_data_39.8125_-115.9375",-115.987335396,39.8392241257,1775,347,0,1
"MS1_sbs_1421_5455",1421,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-107.072286051,40.9344294773,2519,310,12,0
"MS1_sbs_1422_5257",1422,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-116.751549765,39.698395553,1779,65,1,0
"MS1_sbs_1423_5455",1423,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_1423_5455_data_40.9375_-106.5625",-106.520373815,40.9765307594,2557,244,6,1
"MS1_sbs_1424_5257",1424,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1424_5257_data_39.6875_-116.4375",-116.410656003,39.7322329906,1969,233,1,1
"MS1_sbs_1425_5257",1425,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-107.852129912,40.8360904962,2103,312,3,0
"MS1_sbs_1426_5455",1426,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_1426_5455_data_39.6875_-116.9375",-116.987383361,39.6299336377,2300,304,15,1
"MS1_sbs_1427_5257",1427,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1427_5257_data_40.3125_-112.4375",-112.482545033,40.3017363153,1627,108,2,1
"MS1_sbs_1428_5257",1428,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-115.379991095,39.8824464613,1873,-1,0,0
"MS1_sbs_1429_5455",1429,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_1429_5455_data_40.9375_-106.4375",-106.44722271,40.93917497,2668,151,19,1
"MS1_sbs_1430_5257",1430,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1430_5257_data_40.6875_-109.1875",-109.191547654,40.6768921092,2324,260,4,1
"MS1_sbs_1431_5257",1431,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-119.060972474,39.2332875653,1452,139,8,0
"MS1_sbs_1432_5455",1432,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_1432_5455_data_40.6875_-109.5625",-109.506402335,40.6411298311,2329,93,20,1
"MS1_sbs_1433_5257",1433,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-108.682461235,40.7225783085,1913,80,13,0
"MS1_sbs_1434_5257",1434,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-117.404301456,39.529013811,1983,305,5,0
"MS1_sbs_1435_5257",1435,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1435_5257_data_40.3125_-112.3125",-112.296359731,40.3013955164,1610,267,2,1
"MS1_sbs_1436_5257",1436,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-116.872522372,39.6154360491,2044,88,6,0
"MS1_sbs_1437_5257",1437,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-116.682312172,39.646964662,2258,96,20,0
"MS1_sbs_1438_5257",1438,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-119.365541277,39.1645737199,1841,67,2,0
"MS1_sbs_1439_5455",1439,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-116.648176894,39.6488495914,2217,295,20,0
"MS1_sbs_1440_5257",1440,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-119.015506297,39.2200849945,1728,252,6,0
"MS1_sbs_1441_5257",1441,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1441_5257_data_40.6875_-108.3125",-108.335302293,40.7391186552,1894,349,0,1
"MS1_sbs_1442_5257",1442,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1442_5257_data_40.6875_-108.5625",-108.568571996,40.6936988777,2157,3,6,1
"MS1_sbs_1443_5257",1443,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-116.875334258,39.5721699711,1990,128,7,0
"MS1_sbs_1444_5257",1444,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-116.142192903,39.6916901483,1963,304,4,0
"MS1_sbs_1445_5257",1445,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-110.146563083,40.5015298024,2204,219,2,0
"MS1_sbs_1446_5257",1446,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-116.227995842,39.6620441561,1880,85,0,0
"MS1_sbs_1447_5257",1447,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1447_5257_data_39.4375_-117.3125",-117.307992336,39.460903656,1830,219,2,1
"MS1_sbs_1448_5455",1448,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-107.518193466,40.7497863008,2232,211,8,0
"MS1_sbs_1449_5257",1449,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1449_5257_data_39.5625_-116.3125",-116.313102832,39.6225810256,1865,222,0,1
"MS1_sbs_1450_5455",1450,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_1450_5455_data_39.3125_-117.6875",-117.717817263,39.3450876853,2390,128,25,1
"MS1_sbs_1451_5257",1451,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-114.098072853,39.9125910133,1779,335,0,0
"MS1_sbs_1452_5455",1452,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-117.708341754,39.3223077445,2419,70,8,0
"MS1_sbs_1453_5257",1453,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1453_5257_data_39.5625_-116.4375",-116.46995943,39.5281204105,1892,356,0,1
"MS1_sbs_1454_5257",1454,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-116.547257875,39.511128664,1900,331,2,0
"MS1_sbs_1455_5455",1455,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_1455_5455_data_40.6875_-107.3125",-107.303329626,40.6901243507,2314,263,3,1
"MS1_sbs_1456_5257",1456,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1456_5257_data_39.5625_-116.0625",-116.040253502,39.5812511,1813,-1,0,1
"MS1_sbs_1457_5455",1457,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-110.890119267,40.2998269559,2387,240,25,0
"MS1_sbs_1458_5257",1458,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1458_5257_data_39.3125_-117.3125",-117.259721368,39.3586339272,1775,66,0,1
"MS1_sbs_1459_5257",1459,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1459_5257_data_39.1875_-117.9375",-117.9276971,39.2359312251,1725,325,7,1
"MS1_sbs_1460_5257",1460,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-115.222994638,39.6699550916,2093,125,1,0
"MS1_sbs_1461_5257",1461,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1461_5257_data_40.5625_-108.3125",-108.260224537,40.5479062581,1875,232,0,1
"MS1_sbs_1462_5257",1462,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-112.163071833,40.1021429196,1627,215,4,0
"MS1_sbs_1463_5257",1463,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1463_5257_data_39.6875_-115.0625",-115.031037938,39.6955624239,1937,248,0,1
"MS1_sbs_1464_5257",1464,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-109.044747544,40.4512472738,2369,11,4,0
"MS1_sbs_1465_5455",1465,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_1465_5455_data_39.5625_-115.8125",-115.86684517,39.5474666743,2270,212,20,1
"MS1_sbs_1466_5455",1466,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_1466_5455_data_39.6875_-114.9375",-114.956300798,39.6827342163,2655,169,16,1
"MS1_sbs_1467_5257",1467,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-116.762620641,39.3767981883,1830,294,2,0
"MS1_sbs_1468_5257",1468,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1468_5257_data_40.5625_-108.1875",-108.179165749,40.5101262881,1921,234,9,1
"MS1_sbs_1469_5455",1469,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-107.255647077,40.5943066517,2005,-1,0,0
"MS1_sbs_1470_5257",1470,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1470_5257_data_40.4375_-108.3125",-108.259043844,40.4931970921,1847,322,2,1
"MS1_sbs_1471_5257",1471,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-107.196522074,40.5914727088,2143,186,7,0
"MS1_sbs_1472_5257",1472,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-108.317959086,40.4717843048,1845,281,7,0
"MS1_sbs_1473_5257",1473,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1473_5257_data_40.4375_-108.1875",-108.238684283,40.4795136247,1888,287,11,1
"MS1_sbs_1474_5257",1474,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1474_5257_data_40.0625_-112.3125",-112.3375678,40.0025060393,1843,69,3,1
"MS1_sbs_1475_5455",1475,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-110.976621964,40.17184265,2440,48,1,0
"MS1_sbs_1476_5257",1476,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1476_5257_data_40.0625_-111.8125",-111.847402589,40.0608829907,1724,329,33,1
"MS1_sbs_1477_5455",1477,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_1477_5455_data_40.1875_-111.0625",-111.011315565,40.1606336853,2374,287,2,1
"MS1_sbs_1478_5257",1478,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1478_5257_data_39.1875_-117.8125",-117.774249675,39.147620345,2032,77,3,1
"MS1_sbs_1479_5455",1479,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-109.151355874,40.3541622208,2479,331,5,0
"MS1_sbs_1480_5257",1480,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1480_5257_data_39.5625_-115.4375",-115.397730321,39.5352016598,1924,69,1,1
"MS1_sbs_1481_5455",1481,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-107.332597718,40.5261893059,2150,307,15,0
"MS1_sbs_1482_5257",1482,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-108.306462772,40.4283461198,1948,275,6,0
"MS1_sbs_1483_5455",1483,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-111.186665884,40.1123346937,2356,213,2,0
"MS1_sbs_1484_5257",1484,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1484_5257_data_40.3125_-108.9375",-108.889282607,40.36861349,2218,2,0,1
"MS1_sbs_1485_5455",1485,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-114.643850766,39.6333272373,2671,237,18,0
"MS1_sbs_1486_5257",1486,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_1486_5257_data_40.5625_-106.3125",-106.292136349,40.5694971049,2535,278,6,1
"MS1_sbs_1487_5257",1487,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-114.546354383,39.5972363605,1852,116,3,0
